timestamp,printerStatus,Job_Owner_ID,Job_Owner_Name,JobProgress
1761867172539,OFFLINE,N/A,N/A,0
1761867106267,OFFLINE,N/A,N/A,0
1761867039902,OFFLINE,N/A,N/A,0
1761866973563,OFFLINE,N/A,N/A,0
1761866907104,OFFLINE,N/A,N/A,0
1761866840675,OFFLINE,N/A,N/A,0
1761866774399,OFFLINE,N/A,N/A,0
1761866707920,OFFLINE,N/A,N/A,0
1761866641568,OFFLINE,N/A,N/A,0
1761866575215,OFFLINE,N/A,N/A,0
1761866508830,OFFLINE,N/A,N/A,0
1761866442533,OFFLINE,N/A,N/A,0
1761866376247,OFFLINE,N/A,N/A,0
1761866309884,OFFLINE,N/A,N/A,0
1761866243534,OFFLINE,N/A,N/A,0
1761866176941,OFFLINE,N/A,N/A,0
1761866110650,OFFLINE,N/A,N/A,0
1761866044295,OFFLINE,N/A,N/A,0
1761865977993,OFFLINE,N/A,N/A,0
1761865911622,OFFLINE,N/A,N/A,0
1761865845318,OFFLINE,N/A,N/A,0
1761865778924,OFFLINE,N/A,N/A,0
1761865712543,OFFLINE,N/A,N/A,0
1761865646110,OFFLINE,N/A,N/A,0
1761865579701,OFFLINE,N/A,N/A,0
1761865513243,OFFLINE,N/A,N/A,0
1761865446844,OFFLINE,N/A,N/A,0
1761865380517,OFFLINE,N/A,N/A,0
1761865314242,OFFLINE,N/A,N/A,0
1761865247909,OFFLINE,N/A,N/A,0
1761865181553,OFFLINE,N/A,N/A,0
1761865115177,OFFLINE,N/A,N/A,0
1761865048800,OFFLINE,N/A,N/A,0
1761864982469,OFFLINE,N/A,N/A,0
1761864916016,OFFLINE,N/A,N/A,0
1761864849659,OFFLINE,N/A,N/A,0
1761864782980,OFFLINE,N/A,N/A,0
1761864716636,OFFLINE,N/A,N/A,0
1761864650365,OFFLINE,N/A,N/A,0
1761864583791,OFFLINE,N/A,N/A,0
1761864517363,OFFLINE,N/A,N/A,0
1761864450903,OFFLINE,N/A,N/A,0
1761864384539,OFFLINE,N/A,N/A,0
1761864318128,OFFLINE,N/A,N/A,0
1761864251692,OFFLINE,N/A,N/A,0
1761864185287,OFFLINE,N/A,N/A,0
1761864118716,OFFLINE,N/A,N/A,0
1761864052343,OFFLINE,N/A,N/A,0
1761863979645,OFFLINE,N/A,N/A,0
1761863906941,OFFLINE,N/A,N/A,0
1761863835365,OFFLINE,N/A,N/A,0
1761863762379,OFFLINE,N/A,N/A,0
1761863688934,OFFLINE,N/A,N/A,0
1761863618377,OFFLINE,N/A,N/A,0
1761863544140,OFFLINE,N/A,N/A,0
1761863470792,OFFLINE,N/A,N/A,0
1761863396982,OFFLINE,N/A,N/A,0
1761863325085,OFFLINE,N/A,N/A,0
1761863253103,OFFLINE,N/A,N/A,0
1761863180696,OFFLINE,N/A,N/A,0
1761863108007,OFFLINE,N/A,N/A,0
1761863036411,OFFLINE,N/A,N/A,0
